obs;enrl_tot;teachers;calw_pct;meal_pct;computer;testscr;comp_stu;expn_stu;str;avginc;el_pct;read_scr;math_scr
227;5068;240,100;7,06390;34,2344;626;655,8500;0,1235201;4843,427;21,10787;15,33100;6,64957;655,9000;655,8000
228;859;42,840;16,41440;40,1630;118;656,4000;0,1373690;5730,349;20,05135;12,66600;0,11641;654,1000;658,7000
229;145;10,210;8,27590;20,0000;20;656,5000;0,1379310;5635,786;14,20176;13,71200;0,00000;657,8000;655,2000
230;649;35,125;3,85210;19,5686;155;656,5500;0,2388290;5671,657;18,47687;17,78033;6,93374;658,7000;654,4000
231;1789;96,000;2,96250;56,0089;435;656,6500;0,2431526;7070,633;18,63542;10,55667;9,55841;655,4000;657,9000
232;775;37,000;24,90320;61,4194;50;656,7000;0,06452;5097,343;20,94595;10,52300;0,90323;661,5000;651,9000
233;777;36,850;12,98870;39,8487;148;656,8000;0,1904762;5482,677;21,08548;13,24300;1,15830;663,4000;650,2000
234;3518;188,200;9,77080;49,4269;419;656,8000;0,1191018;5642,832;18,69288;22,47300;40,10802;656,7000;656,9000
235;19294;924,570;18,93190;50,9708;2401;657,0000;0,1244428;5280,023;20,86808;15,68465;16,66321;657,6000;656,4000
236;7661;386,420;7,80580;32,1368;1158;657,0000;0,1511552;5433,340;19,82558;23,48375;21,95536;657,3000;656,7000
237;158;8,000;6,32910;25,3165;34;657,1500;0,2151899;4529,284;19,75000;11,64900;8,86076;661,0000;653,3000
238;117;6,000;8,40340;36,1345;42;657,4000;0,3589744;6039,986;19,50000;16,35600;0,85470;664,9000;649,9000
239;160;8,700;16,09200;36,7816;37;657,5000;0,2312500;6168,229;18,39080;14,07400;0,00000;672,8000;642,2000
240;511;27,200;27,48540;51,8519;30;657,5500;0,05871;5774,970;18,78676;13,43700;3,91389;664,2000;650,9000
241;2770;140,110;3,61010;25,5596;296;657,6500;0,1068592;4806,762;19,77018;18,33800;11,94946;659,7000;655,6000
242;551;28,500;15,23440;51,5625;46;657,7500;0,08348;4840,936;19,33333;11,42600;3,99274;660,2000;655,3000
243;5205;242,500;8,31890;37,2911;474;657,8000;0,09107;4954,466;21,46392;15,74992;22,93948;655,1000;660,5000
244;6437;278,840;2,51670;17,1508;622;657,9000;0,09663;4023,532;23,08492;15,77900;2,48563;658,5000;657,3000
245;1712;81,280;5,37380;32,6519;122;658,0000;0,07126;5179,411;21,06299;14,06200;9,87150;657,0000;659,0000
246;370;19,800;6,50410;36,3144;56;658,3500;0,1513513;4385,229;18,68687;12,17400;0,54054;664,0000;652,7000
247;3182;153,200;3,53050;26,9433;328;658,6000;0,1030798;4777,513;20,77024;12,90000;8,95663;654,7000;662,5000
248;139;7,200;0,71940;29,4964;32;658,8000;0,2302158;4862,791;19,30556;10,97100;6,47482;661,3000;656,3000
249;11855;588,840;9,01580;32,7655;1507;659,0500;0,1271194;5486,030;20,13280;17,43520;20,72543;654,9000;663,2000
250;1068;51,670;12,82770;36,7978;129;659,1500;0,1207865;5486,382;20,66964;14,76000;0,18727;662,1000;656,2000
251;2295;103,000;4,03950;31,3709;224;659,3500;0,09760;4631,244;22,28155;14,60300;13,98693;658,3000;660,4000
252;1510;73,300;10,25980;37,1086;141;659,4000;0,09338;5189,628;20,60027;13,52233;8,74172;662,8000;656,0000
253;579;27,800;1,50000;31,5000;60;659,4000;0,1036269;4600,606;20,82734;16,66900;20,03454;660,0000;658,8000
254;1012;52,640;10,48470;33,6301;140;659,8000;0,1383399;6735,775;19,22492;13,52225;1,38340;660,8000;658,8000
255;1212;68,650;18,29720;47,1247;107;659,9000;0,08828;5475,173;17,65477;12,51800;2,06271;660,4000;659,4000
256;119;7,000;4,00000;33,6000;23;660,0500;0,1932773;5990,794;17,00000;18,32600;28,57143;661,7000;658,4000
257;590;35,763;7,79660;30,6780;78;660,1000;0,1322034;7203,247;16,49773;11,46600;0,16949;673,1000;647,1000
258;546;27,600;13,91940;54,7619;60;660,2000;0,1098901;4777,769;19,78261;10,09800;13,73626;659,8000;660,6000
259;248;11,120;7,46270;21,2687;51;660,3000;0,2056452;4302,835;22,30216;15,36500;0,00000;667,8000;652,8000
260;461;26,000;14,47080;48,8121;150;660,7500;0,3253796;5630,195;17,73077;10,31133;0,21692;666,9000;654,6000
261;6312;308,680;9,83790;22,6930;496;660,9500;0,07858;4708,625;20,44836;16,98663;3,12104;662,1000;659,8000
262;285;13,990;7,24140;66,2069;62;661,3500;0,2175439;5629,961;20,37169;9,61200;47,36842;661,1000;661,6000
263;2325;115,300;2,88170;15,6559;302;661,4500;0,1298925;4890,987;20,16479;21,11050;22,70968;662,0000;660,9000
264;11885;549,840;10,19770;30,4417;1790;661,6000;0,1506100;4929,393;21,61538;16,47331;29,12074;659,1000;664,1000
265;564;27,430;6,89660;21,3793;46;661,6000;0,08156;4905,221;20,56143;18,36900;4,43262;672,4000;650,8000
266;12380;620,380;12,29520;31,0189;1671;661,8500;0,1349758;5156,857;19,95551;16,65411;4,81422;660,1000;663,6000
267;3772;178,060;3,37200;18,3878;529;661,8500;0,1402439;4941,788;21,18387;18,54422;5,24920;665,4000;658,3000
268;895;47,580;17,55320;42,4468;70;661,8500;0,07821;5408,782;18,81042;14,18000;1,89944;662,7000;661,0000
269;5714;277,670;10,53430;30,0691;489;661,9000;0,08558;4981,388;20,57838;18,02955;8,66293;664,3000;659,5000
270;105;5,730;0,00000;0,0000;16;661,9000;0,1523810;4877,086;18,32461;13,58600;10,47619;662,5000;661,3000
271;1449;76,990;16,52790;42,6009;125;661,9500;0,08627;5111,739;18,82063;12,64000;1,24224;660,4000;663,5000
272;510;24,500;20,39220;45,8824;95;662,4000;0,1862745;5201,516;20,81633;11,10300;0,00000;663,1000;661,7000
273;160;8,000;11,25000;56,8750;39;662,4000;0,2437500;4138,306;20,00000;7,50000;9,37500;651,4000;673,4000
274;433;22,000;9,33610;25,1037;50;662,4500;0,1154734;5743,597;19,68182;15,50600;1,38568;665,4000;659,5000
275;3186;164,310;5,45390;44,3907;411;662,5000;0,1290019;5702,705;19,39018;22,84140;35,34212;663,5000;661,5000
276;5010;239,400;5,29890;27,3545;576;662,5500;0,1149701;4802,153;20,92732;19,82313;9,64072;661,7000;663,4000
277;717;35,950;8,88890;24,7222;100;662,5500;0,1394700;5442,143;19,94437;16,34700;2,23152;669,4000;655,7000
278;3548;170,650;3,26000;14,8509;335;662,6500;0,09442;4522,375;20,79109;16,29300;0,36640;658,3000;667,0000
279;868;45,200;16,58990;29,8387;78;662,7000;0,08986;4965,808;19,20354;13,24800;0,57604;662,4000;663,0000
280;507;26,650;13,20390;37,0874;60;662,7500;0,1183432;5358,326;19,02439;14,01000;0,00000;667,1000;658,4000
281;822;46,650;8,07380;25,6055;105;662,9000;0,1277372;5784,625;17,62058;14,16300;0,85158;668,3000;657,5000
282;1792;88,550;3,12500;20,9263;143;663,3500;0,07980;5072,705;20,23715;15,77100;5,52455;667,4000;659,3000
283;1202;62,300;12,07690;35,8462;190;663,4500;0,1580699;5556,041;19,29374;14,48333;0,00000;664,3000;662,6000
284;515;27,350;16,11650;26,2136;58;663,5000;0,1126214;5190,310;18,82998;14,20900;0,00000;660,2000;666,8000
285;1354;66,570;12,03840;36,4845;263;663,8500;0,1942393;5211,485;20,33949;15,16700;2,43722;666,4000;661,3000
286;1252;65,110;9,45120;43,2165;113;663,8500;0,09026;5284,164;19,22900;12,58425;20,76677;659,4000;668,3000
287;823;46,000;13,85180;55,2855;127;663,9000;0,1543135;5331,921;17,89130;10,55100;2,18712;657,7000;670,1000
288;2231;114,300;2,91610;13,3692;258;664,0000;0,1156432;5599,608;19,51881;16,95600;13,62618;666,2000;661,8000
289;271;14,200;4,46740;25,4296;81;664,0000;0,2988930;4881,899;19,08451;17,70900;13,28413;668,7000;659,3000
290;309;15,500;4,20710;32,6861;85;664,1500;0,2750809;4700,432;19,93548;16,27200;1,94175;671,3000;657,0000
291;3005;159,220;8,61900;33,8103;308;664,1500;0,1024958;5650,000;18,87326;17,90080;23,06157;666,7000;661,6000
292;966;47,960;20,95810;47,3054;114;664,3000;0,1180124;5318,241;20,14178;11,83400;0,62112;674,0000;654,6000
293;7710;327,300;4,47220;15,9299;814;664,4000;0,1055772;4709,054;23,55637;18,62020;3,25551;663,4000;665,4000
294;762;35,500;10,81080;30,3732;54;664,4500;0,07087;5143,190;21,46479;12,43100;0,00000;663,1000;665,8000
295;1708;89,000;8,48950;29,0398;206;664,7000;0,1206089;5133,010;19,19101;15,16700;2,22482;665,5000;663,9000
296;9850;489,300;3,33500;30,6437;1113;664,7500;0,1129949;5081,456;20,13080;20,87575;18,55838;663,7000;665,8000
297;129;5,000;9,30230;50,3876;10;664,9500;0,07752;4016,416;25,80000;10,63900;6,20155;667,6000;662,3000
298;10619;565,510;2,53840;28,3766;1150;664,9500;0,1082964;5374,050;18,77774;25,02962;18,45748;665,9000;664,0000
299;4521;236,580;3,70520;31,0828;494;665,1000;0,1092679;5427,549;19,10982;16,75780;32,07255;666,8000;663,4000
300;580;29,440;11,89660;30,1724;114;665,2000;0,1965517;5179,645;19,70109;15,29700;3,96552;656,2000;674,2000
301;2569;138,000;5,48640;24,7471;326;665,3500;0,1268976;5400,000;18,61594;17,36945;15,33671;669,8000;660,9000
302;6022;286,800;6,39500;36,0007;756;665,6500;0,1255397;5726,146;20,99721;22,09600;27,66523;663,9000;667,4000
303;670;33,500;0,41610;13,8696;47;665,9000;0,07015;5003,870;20,00000;22,84200;12,53731;670,3000;661,5000
304;14708;700,940;13,53010;45,7234;1962;665,9500;0,1333968;4969,511;20,98325;18,31988;12,68017;664,5000;667,4000
305;6601;305,000;1,19680;15,0886;706;666,0000;0,1069535;4747,296;21,64262;25,03000;6,90804;668,0000;664,0000
306;675;33,700;0,00000;31,8519;87;666,0500;0,1288889;4543,305;20,02967;21,95700;14,96296;668,7000;663,4000
307;2458;124,070;6,01870;24,6035;193;666,1000;0,07852;5229,591;19,81140;18,79683;11,26933;666,9000;665,3000
308;144;8,000;4,16670;44,4444;14;666,1500;0,09722;4507,353;18,00000;10,63900;9,72222;671,9000;660,4000
309;573;29,600;6,99300;15,2098;48;666,1500;0,08377;5302,628;19,35811;17,50800;3,31588;671,0000;661,3000
310;721;35,730;1,84940;18,4941;82;666,4500;0,1137309;5545,610;20,17912;18,59300;0,69348;668,8000;664,1000
311;992;46,970;3,72980;22,8831;160;666,5500;0,1612903;4615,909;21,11986;11,11600;5,14113;671,2000;661,9000
312;8432;360,500;6,39230;22,9839;0;666,6000;0,0000;5397,689;23,38974;14,09767;4,96917;663,7000;669,5000
313;244;11,000;15,57380;40,1639;15;666,6500;0,06148;5118,373;22,18182;12,64000;6,96721;672,1000;661,2000
314;7116;356,820;2,59900;13,2762;785;666,6500;0,1103148;5008,071;19,94283;20,93643;7,99607;667,5000;665,8000
315;830;46,660;10,41190;32,6087;95;666,7000;0,1144578;4906,030;17,78826;14,18000;0,48193;662,1000;671,3000
316;160;10,880;13,37580;53,5032;38;666,8500;0,2375000;6870,346;14,70588;11,82600;2,50000;666,9000;666,8000
317;1588;83,400;6,79850;20,5810;220;666,8500;0,1385390;5301,716;19,04077;18,67100;3,84131;671,3000;662,4000
318;2272;108,750;4,04930;16,0651;307;667,1500;0,1351232;5182,366;20,89195;17,33200;1,32042;667,7000;666,6000
319;1425;71,830;5,09260;19,8302;65;667,2000;0,04561;4999,469;19,83851;17,50800;4,91228;669,8000;664,6000
320;245;12,550;8,97960;13,0612;30;667,4500;0,1224490;6732,066;19,52191;15,57200;0,00000;672,2000;662,7000
321;1349;65,213;2,00150;8,6731;259;667,4500;0,1919941;4612,990;20,68622;15,56725;0,22239;667,0000;667,9000
322;400;22,000;13,80090;29,8643;65;667,6000;0,1625000;5478,846;18,18182;15,75200;0,00000;669,2000;666,0000
323;4632;245,180;7,03700;23,6420;637;668,0000;0,1375216;5666,714;18,89224;20,47000;17,85406;669,4000;666,6000
324;224;9,000;5,35710;35,2679;15;668,1000;0,06696;4742,514;24,88889;9,70900;4,46429;660,5000;675,7000
325;576;31,000;3,99310;28,1250;92;668,4000;0,1597222;4907,393;18,58064;11,11600;9,54861;665,8000;671,0000
326;451;25,000;8,64750;11,7517;75;668,6000;0,1662971;5700,402;18,04000;16,32100;3,99113;672,7000;664,5000
327;900;50,750;2,10180;24,3363;145;668,6500;0,1611111;5191,834;17,73399;21,96700;20,66667;668,8000;668,5000
328;118;5,500;8,33330;51,6667;10;668,8000;0,08475;4451,257;21,45455;8,93400;7,62712;668,5000;669,1000
329;1457;73,130;5,98230;42,9640;0;668,9000;0,0000;5627,528;19,92343;19,99700;27,45367;666,2000;671,6000
330;4734;232,750;2,60780;19,3725;586;668,9500;0,1237854;4922,940;20,33942;18,82723;10,85763;665,5000;672,4000
331;3303;146,500;4,66240;16,9543;379;669,1000;0,1147442;4969,381;22,54608;18,11867;5,02573;666,1000;672,1000
332;6055;286,920;5,61340;30,0851;540;669,3000;0,08918;4829,717;21,10344;23,66738;14,23617;668,9000;669,7000
333;424;23,300;3,53770;15,3302;39;669,3000;0,09198;6716,693;18,19743;22,13900;0,23585;680,9000;657,7000
334;2801;139,300;5,03390;23,0989;615;669,3500;0,2195644;5205,942;20,10768;20,54600;2,07069;673,3000;665,4000
335;187;9,760;17,55320;44,6809;37;669,3500;0,1978610;4357,826;19,15984;9,48500;8,55615;664,6000;674,1000
336;129;6,600;13,95350;27,1318;17;669,8000;0,1317829;5195,919;19,54545;11,83400;0,00000;670,1000;669,5000
337;188;9,000;6,38300;36,7021;41;669,8500;0,2180851;6002,072;20,88889;18,79900;4,78723;673,2000;666,5000
338;1212;65,900;22,19470;46,1221;116;669,9500;0,09571;5090,588;18,39150;10,55100;3,96040;669,2000;670,7000
339;2596;135,350;3,00460;19,5300;249;670,0000;0,09592;5112,390;19,17990;15,51900;1,57935;669,2000;670,8000
340;4925;253,896;3,82110;12,1748;753;670,7000;0,1528934;5287,355;19,39771;21,63173;3,59391;672,8000;668,6000
341;6257;288,630;2,16350;15,5128;930;671,2500;0,1486335;4889,480;21,67827;21,09575;8,72623;671,2000;671,3000
342;868;45,000;4,72350;19,0092;122;671,3000;0,1405530;5118,130;19,28889;15,16700;0,00000;674,6000;668,0000
343;3787;186,100;3,24800;8,3443;934;671,6000;0,2466332;5119,123;20,34927;19,11700;0,26406;674,9000;668,3000
344;6423;306,380;2,92990;14,2660;855;671,6000;0,1331154;4792,211;20,96416;17,62000;1,44792;671,4000;671,8000
345;678;34,840;2,50740;15,9292;47;671,6500;0,06932;5450,104;19,46039;15,16700;0,14749;677,6000;665,7000
346;162;8,400;16,95910;33,9181;23;671,7000;0,1419753;5210,725;19,28572;10,64300;0,00000;679,8000;663,6000
347;8529;407,700;2,19250;11,7013;834;671,7500;0,09778;4715,446;20,91979;20,73906;3,70501;668,9000;674,6000
348;1862;89,090;2,82970;21,0892;231;671,9000;0,1240602;4632,068;20,90021;21,56600;0,26853;673,1000;670,7000
349;1452;70,500;2,42600;10,4142;183;671,9000;0,1260331;5028,562;20,59575;17,65600;0,00000;679,6000;664,2000
350;155;8,000;0,64520;12,2581;32;671,9500;0,2064516;5695,467;19,37500;17,70900;4,51613;672,3000;671,6000
351;2536;127,110;2,03280;2,0328;343;672,0500;0,1352524;4504,295;19,95122;27,81600;2,44479;676,1000;668,0000
352;567;30,080;4,89510;29,0210;103;672,0500;0,1816579;5156,437;18,84973;18,59300;0,00000;673,9000;670,2000
353;953;52,600;7,98760;33,9212;135;672,3000;0,1416579;5433,514;18,11787;14,26300;0,00000;668,1000;676,5000
354;296;15,430;5,59210;25,9868;42;672,3500;0,1418919;5254,632;19,18341;22,75800;5,40541;674,6000;670,1000
355;198;9,000;2,45100;12,7451;24;672,4500;0,1212121;4593,197;22,00000;12,64000;0,00000;672,7000;672,2000
356;218;10,100;2,24220;25,1121;49;672,5500;0,2247706;4320,679;21,58416;11,23800;6,42202;669,4000;675,7000
357;734;36,000;2,02430;12,8205;117;672,7000;0,1594005;4920,777;20,38889;16,95600;6,53951;676,1000;669,3000
358;189;11,600;2,07250;32,1244;50;673,0500;0,2645503;6905,869;16,29310;17,70900;14,28572;679,1000;667,0000
359;2528;138,310;1,34210;2,4456;482;673,2500;0,1906646;5729,904;18,27778;25,62200;3,67880;675,0000;671,5000
360;2987;154,170;2,04220;11,1818;290;673,3000;0,09709;4825,202;19,37472;18,72600;0,50218;676,1000;670,5000
361;208;11,000;9,38970;32,8638;21;673,5500;0,1009615;5388,170;18,90909;13,44300;0,00000;680,5000;666,6000
362;379;23,100;2,90240;22,1636;29;673,5500;0,07652;5133,827;16,40693;15,18000;22,69129;670,5000;676,6000
363;145;9,300;6,20690;0,0000;27;673,9000;0,1862069;5346,156;15,59140;19,11700;0,00000;670,5000;677,3000
364;706;37,740;2,59370;23,0548;103;674,2500;0,1458924;4789,309;18,70694;13,71200;0,14164;676,0000;672,5000
365;878;47,900;1,37500;15,7500;105;675,4000;0,1195900;5329,782;18,32985;17,50800;2,73349;681,0000;669,8000
366;594;33,180;12,26890;25,3782;75;675,7000;0,1262626;5371,173;17,90235;11,83400;1,68350;683,0000;668,4000
367;139;7,350;20,86330;66,9065;40;676,1500;0,2877698;5771,384;18,91157;13,27300;0,00000;680,1000;672,2000
368;2089;102,780;2,51850;14,0370;318;676,5500;0,1522259;4993,635;20,32497;16,35600;0,14361;673,8000;679,3000
369;326;16,280;4,29450;11,0429;42;676,6000;0,1288344;4854,038;20,02457;18,62600;0,00000;673,3000;679,9000
370;516;21,500;0,96900;27,7132;50;676,8500;0,09690;4392,680;24,00000;23,73300;11,04651;680,5000;673,2000
371;449;25,500;12,72730;48,4848;50;676,9500;0,1113586;5884,432;17,60784;12,93400;0,00000;672,8000;681,1000
372;297;15,350;2,35690;4,0404;70;677,2500;0,2356902;4273,993;19,34853;13,90600;0,00000;679,0000;675,5000
373;1579;80,240;5,55560;21,7803;165;677,9500;0,1044965;5146,784;19,67846;15,42800;0,06333;678,5000;677,4000
374;383;20,450;6,00520;10,1828;49;678,0500;0,1279373;5351,523;18,72861;15,38100;0,00000;682,9000;673,2000
375;81;5,100;3,61450;0,0000;14;678,4000;0,1728395;7667,572;15,88235;22,52900;0,00000;685,3000;671,5000
376;5259;262,230;2,39590;19,0911;701;678,8000;0,1332953;5281,709;20,05491;23,80610;15,05990;679,0000;678,6000
377;1960;108,960;1,94170;3,7302;223;679,4000;0,1137755;5368,503;17,98825;24,60300;1,47959;684,1000;674,7000
378;151;8,900;2,64900;8,6093;31;679,5000;0,2052980;6429,257;16,96629;36,17400;2,64901;676,8000;682,2000
379;946;49,170;2,17840;6,5353;310;679,6500;0,3276955;5387,459;19,23937;33,45500;1,47992;683,1000;676,2000
380;2707;141,020;5,13960;19,2308;300;679,7500;0,1108238;5235,775;19,19586;20,48022;4,46989;678,7000;680,8000
381;919;46,890;1,04930;0,0000;141;679,8000;0,1534276;4829,896;19,59906;20,13400;0,32644;680,2000;679,4000
382;945;46,000;4,23990;10,6515;216;680,0500;0,2285714;5088,708;20,54348;19,34650;2,53968;685,7000;674,4000
383;738;39,702;0,00000;0,6775;220;680,4500;0,2981030;5390,118;18,58848;36,17400;0,54201;684,2000;676,7000
384;164;10,510;2,35290;12,9412;35;681,3000;0,2134146;6588,431;15,60419;22,86333;11,58537;682,8000;679,8000
385;167;10,920;0,52080;11,4583;29;681,3000;0,1736527;6196,695;15,29304;17,70900;11,37724;680,8000;681,8000
386;125;7,080;4,00000;14,4000;25;681,6000;0,2000000;4645,413;17,65537;14,17700;0,00000;688,5000;674,7000
387;1091;62,060;0,53670;0,5367;113;681,9000;0,1035747;6489,929;17,57976;41,09300;1,37489;689,8000;674,0000
388;134;6,000;0,74630;3,7313;27;682,1500;0,2014925;5094,959;22,33333;21,95700;2,23881;681,8000;682,5000
389;600;32,000;2,69410;29,3185;55;682,4500;0,09167;4841,958;18,75000;16,06400;5,33333;680,0000;684,9000
390;1803;99,600;1,92420;3,6220;283;682,5500;0,1569606;6315,313;18,10241;25,73700;2,77316;685,6000;679,5000
391;158;7,800;13,75000;16,2500;15;682,6500;0,09494;5399,383;20,25641;20,47400;0,00000;687,3000;678,0000
392;2392;127,220;1,42140;6,2709;439;683,3500;0,1835284;5429,474;18,80207;35,81000;17,72575;682,4000;684,3000
393;526;28,020;3,99240;11,4068;33;683,4000;0,06274;5644,286;18,77230;13,56700;0,00000;684,5000;682,3000
394;141;6,910;10,07190;9,3525;44;684,3000;0,3120568;6060,257;20,40521;20,08900;0,00000;680,4000;688,2000
395;235;12,600;4,66100;5,9322;30;684,3500;0,1276596;5319,554;18,65079;18,28300;0,42553;688,5000;680,2000
396;3280;158,400;2,75230;7,8593;406;684,8000;0,1237805;4819,904;20,70707;25,23972;6,06707;682,2000;687,4000
397;1254;57,000;1,58230;12,5000;0;684,9500;0,0000;5208,226;22,00000;25,06300;10,12759;686,2000;683,7000
398;948;53,560;1,79320;1,8987;155;686,0500;0,1635021;5859,965;17,69978;30,62850;3,37553;692,2000;679,9000
399;15228;708,830;1,71540;4,6909;2232;686,7000;0,1465721;4962,737;21,48329;27,47522;8,64854;683,1000;690,3000
400;81;4,850;13,25300;20,4819;21;687,5500;0,2592593;7614,379;16,70103;30,84000;12,34568;693,8000;681,3000
401;2768;141,400;0,44810;2,7921;540;689,1000;0,1950867;5566,468;19,57567;34,15950;1,58960;691,6000;686,6000
402;535;31,000;0,08000;0,7200;84;691,0500;0,1570093;7039,949;17,25806;43,23000;1,49533;693,5000;688,6000
403;2542;146,300;0,82610;9,6774;404;691,3500;0,1589300;6604,064;17,37526;27,94775;10,38552;687,7000;695,0000
404;1940;111,820;0,41240;3,9175;265;691,9000;0,1365979;6180,149;17,34931;49,93900;6,13402;693,7000;690,1000
405;1059;65,120;0,84990;1,4164;272;693,9500;0,2568461;6460,657;16,26229;55,32800;2,26629;695,9000;692,0000
406;2340;132,200;1,58120;2,4359;403;694,2500;0,1722222;6415,355;17,70045;35,48100;2,47863;693,6000;694,9000
407;3469;172,340;0,00000;0,1734;496;694,8000;0,1429807;5230,877;20,12881;34,30100;0,89363;697,9000;691,7000
408;2106;115,300;1,70940;2,6116;300;695,2000;0,1424501;5838,172;18,26539;38,62857;2,42165;695,1000;695,3000
409;478;32,870;0,00000;0,0000;112;695,3000;0,2343096;7711,507;14,54214;35,34200;3,76569;701,3000;689,3000
410;1885;98,420;0,05060;0,3033;241;696,5500;0,1278515;5592,765;19,15261;31,05200;1,96286;697,4000;695,7000
411;2422;139,470;0,00000;0,1239;466;698,2000;0,1924030;5933,154;17,36574;40,26400;0,57803;699,1000;697,3000
412;1318;87,060;0,15170;0,0000;412;698,2500;0,3125948;7593,406;15,13898;35,81000;2,80728;695,4000;701,1000
413;220;12,330;0,45450;0,0000;22;698,4500;0,1000000;6500,450;17,84266;43,23000;1,36364;693,3000;703,6000
414;687;44,590;0,30490;0,0000;209;699,1000;0,3042212;7217,263;15,40704;50,67700;1,16448;698,3000;699,9000
415;2341;124,090;0,17090;0,5980;286;700,3000;0,1221700;5392,639;18,86534;40,40200;2,05041;698,9000;701,7000
416;984;59,730;0,10160;3,5569;195;704,3000;0,1981707;7290,339;16,47413;28,71700;5,99593;700,9000;707,7000
417;3724;208,480;1,07410;1,5038;721;706,7500;0,1936090;5741,463;17,86263;41,73411;4,72610;704,0000;709,5000
418;441;20,150;3,56350;37,1938;45;645,0000;0,1020408;4402,832;21,88586;23,73300;24,26304;648,3000;641,7000
419;101;5,000;11,88120;59,4059;14;672,2000;0,1386139;4776,336;20,20000;9,95200;2,97030;667,9000;676,5000
420;1778;93,400;6,92350;47,5712;313;655,7500;0,1760405;5993,393;19,03640;12,50200;5,00562;660,5000;651,0000

